,user_id,merchant_id,age_range,gender,item_id,cat_id,brand_id,action_type,label
1137674,158978,2935,0,0,2,6,16,2,0
25305,64398,4282,0,0,19,5,18,3,0
2131459,22907,4044,2,0,17,1,0,0,1
2171741,151352,1346,0,1,4,5,19,0,1
25336,67470,2031,4,0,12,5,6,0,0
500531,282778,187,0,0,12,0,1,0,0
627859,61156,742,4,0,14,9,2,2,0
1824530,244004,2318,7,1,3,0,17,1,1
1527696,165889,1102,7,0,7,3,2,3,1
1236599,83258,4265,5,1,15,1,15,0,0
1366475,244877,4044,6,0,11,1,0,1,1
303324,291114,2278,0,0,12,0,15,0,0
768767,71476,2403,4,0,10,2,6,2,0
960683,277409,2173,6,1,6,0,11,2,0
891187,156025,3484,3,1,1,4,18,0,0
2247986,33023,361,6,0,10,4,13,0,1
2083336,128578,1221,3,0,9,6,18,0,1
2064862,23639,547,3,1,4,6,12,0,1
1866516,103714,4173,5,0,4,8,13,0,1
1576290,16930,946,4,0,4,1,8,1,1
1508446,317575,2883,3,1,5,3,10,0,1
2177578,139220,1892,0,2,13,1,15,0,1
876100,127345,4480,0,0,3,0,4,0,0
614253,388060,4042,4,1,0,1,0,2,0
1856011,93973,71,4,0,12,0,6,0,1
2354858,250311,3828,5,0,5,8,3,0,1
2140962,221807,2102,6,0,17,2,10,0,1
533085,267181,1100,5,1,16,7,7,0,0
982085,92333,954,6,1,2,0,18,2,0
869723,153709,4173,3,0,15,9,13,0,0
1376275,71129,3734,4,1,9,5,5,0,1
1170263,43541,606,3,0,2,9,0,0,1
2326007,294971,1679,3,0,9,2,18,0,1
2133970,382240,1103,5,0,8,4,2,2,1
1468352,58158,3374,0,0,17,8,14,0,1
2202304,60970,3850,5,1,15,6,17,0,1
1042262,365006,2397,4,0,19,1,7,3,0
1447191,293008,2133,2,0,16,5,9,0,1
457335,188290,4926,4,0,3,9,13,0,0
402272,9570,4808,0,0,18,6,13,3,0
1436655,27362,1272,6,0,9,8,8,0,1
1679048,269089,4871,2,1,12,1,2,0,1
504351,155548,3689,3,0,12,5,1,0,0
1922771,50286,3563,3,0,17,1,6,0,1
611945,169435,547,5,0,5,6,12,0,0
1856173,134898,2928,6,1,15,5,10,0,1
2075847,362257,2481,1,1,13,5,18,0,1
744472,121894,2545,2,1,17,0,5,0,0
1868795,196458,3828,6,0,18,7,3,3,1
867837,12652,3828,5,0,0,8,3,0,0
715550,379414,1833,4,0,17,8,4,0,0
1405889,275790,1346,4,2,0,5,19,1,1
906685,334466,503,4,0,10,4,10,0,0
1706648,141731,4044,0,1,2,1,0,2,1
2232061,397951,4818,6,0,1,0,18,0,1
1184086,370205,557,3,0,14,1,2,0,0
1467573,37210,2639,4,0,15,3,16,0,1
261615,138771,3828,5,0,11,1,3,0,0
285833,95520,1708,3,0,0,6,7,2,0
399309,233313,2654,2,0,8,3,1,2,0
1034947,420041,1762,3,2,18,5,2,2,0
278087,262428,3160,7,1,0,8,9,2,0
1042751,253646,4173,3,0,10,6,13,0,0
1173153,298007,4919,0,0,7,2,14,0,0
1424168,376844,2928,4,0,5,4,10,0,1
1428255,73487,2422,2,1,4,8,8,0,1
354071,192327,4710,3,0,0,4,18,3,1
509177,79519,2669,3,0,16,4,9,0,0
2179118,46631,2138,2,0,6,7,0,2,1
642368,201964,2149,7,0,19,6,9,0,0
236251,235782,1501,4,0,8,1,6,0,0
351227,287301,2066,4,0,5,6,7,0,0
1095998,12011,1357,3,0,12,5,10,0,0
554577,316090,2397,0,0,8,6,7,3,1
1159827,396047,803,7,0,16,9,7,0,0
893649,178555,4585,5,1,11,5,19,0,1
2013658,132113,4976,3,0,3,1,14,1,1
1331760,128624,2872,4,0,14,9,9,2,0
2375551,123152,3828,3,0,19,8,3,0,1
950998,145307,1647,3,0,11,8,13,2,0
104987,348603,2138,3,1,10,0,0,2,0
1769930,188293,2134,3,0,12,4,3,0,1
1126470,6908,682,0,1,6,0,0,0,1
785504,217405,1423,0,1,0,7,1,0,0
1924860,378329,1500,6,0,11,5,15,2,1
1319016,399977,4985,0,0,13,1,8,0,0
1062409,111833,145,3,1,16,3,8,2,0
239827,419079,4039,2,0,11,3,9,0,0
1319682,28265,2303,3,0,9,3,16,0,0
1859229,74601,2138,4,0,1,4,0,0,1
952750,215708,4267,5,0,16,0,14,0,0
1809267,362013,4129,7,0,8,3,13,0,1
2051160,44564,2594,4,1,17,1,15,0,1
1531374,365441,1393,3,1,8,1,11,0,1
1330174,261743,141,2,0,7,9,8,0,0
525246,101545,935,6,0,14,8,18,0,1
1634304,209678,2093,4,0,11,5,5,2,1
201797,35571,2505,3,1,15,6,2,0,0
1209485,406571,2273,2,0,5,8,5,0,0
1659764,204201,1102,3,0,7,6,2,0,1
1103880,11759,361,4,1,11,5,13,0,0
646902,44527,3835,3,2,7,1,14,0,0
2358502,410193,3578,4,1,9,3,7,0,1
1847391,15222,1816,7,0,15,0,5,1,1
951189,283547,4265,3,0,19,9,15,0,0
632748,236263,1472,4,0,19,2,6,0,0
211220,63480,1168,3,0,2,0,12,2,0
432473,366708,1832,0,0,8,2,14,0,0
2429065,294546,3263,3,0,15,4,1,0,1
515347,255907,4413,4,0,5,6,13,0,0
413576,391017,1679,4,0,12,1,18,0,0
649781,223216,2883,4,0,9,3,10,0,0
864111,12394,3609,0,1,15,0,16,0,0
1703055,47158,1102,0,1,7,6,2,0,1
191105,250605,10,4,0,11,5,6,2,0
2176658,154622,1102,4,0,16,8,2,0,1
1923206,220200,4044,0,0,2,4,0,1,1
1854860,252251,4044,3,0,5,1,0,3,1
105259,291003,1875,4,2,3,5,6,0,1
853288,376420,2124,0,0,18,4,18,0,0
1834241,202441,2721,4,0,12,6,9,0,1
8963,34437,4173,3,0,3,6,13,3,0
1584579,392376,4847,0,0,8,1,10,0,1
1132712,414719,1760,2,0,16,7,3,2,0
377777,333396,1346,4,2,5,5,19,0,0
1635753,393785,1102,3,0,12,5,2,0,1
2127678,196458,3828,6,0,17,8,3,3,1
629373,179173,4282,0,1,15,5,18,0,1
2299009,349402,2537,2,0,5,4,14,0,1
442590,249210,2436,4,0,2,1,13,2,0
1713666,46782,2828,0,1,1,1,1,0,1
1393792,129269,4044,3,0,12,3,0,0,1
2031234,423472,963,3,0,18,2,3,0,1
2434746,381946,2047,4,0,7,6,4,1,1
839624,333916,2031,6,1,4,5,6,2,0
457336,188290,4926,4,0,16,0,13,0,0
748820,99625,4554,3,1,6,9,0,0,0
2224068,268559,2448,3,0,1,5,1,0,1
1183801,226844,1470,2,0,1,6,9,0,0
625213,282850,3323,6,1,5,5,1,0,1
1065341,279002,1724,3,0,13,6,3,0,0
865358,125803,4044,3,0,16,3,0,0,0
1355845,71294,684,5,0,7,5,6,0,0
2074732,127918,4982,3,0,1,8,14,1,1
1615176,302231,4143,6,0,9,6,11,0,1
2371976,374042,4044,2,0,1,1,0,0,1
1908863,172496,4850,6,0,11,7,18,0,1
2271547,291696,3828,3,0,4,7,3,1,1
1233350,94520,4690,0,1,11,5,7,0,0
2459709,159497,4282,2,1,0,0,18,0,1
1657615,390974,682,3,0,6,3,0,1,1
1492277,103714,4173,5,0,10,4,13,1,1
697359,188428,1131,3,0,0,4,5,0,0
103998,245691,2424,4,0,11,6,6,0,0
670027,274684,2429,2,0,0,8,5,2,1
1220867,253490,3727,2,0,18,4,16,0,0
303206,418602,3055,3,0,4,5,7,2,0
1241335,190781,1102,3,0,0,6,2,0,0
1194904,318755,1102,2,0,7,3,2,0,0
415177,316266,4282,2,1,13,5,18,0,1
1483821,31360,606,3,0,18,9,0,0,1
804637,154696,3955,3,0,10,3,3,2,0
26872,123279,3609,4,2,12,0,16,2,0
767990,303412,3794,2,0,8,5,7,2,0
42681,101784,2008,0,0,7,8,9,0,0
147159,418515,1892,3,1,6,5,15,0,0
2070454,369614,4173,3,0,7,9,13,0,1
1547537,218147,4847,2,0,14,1,10,3,1
1046909,330704,4818,3,1,12,5,18,2,0
666574,149242,1890,4,0,2,3,13,0,0
171301,67041,361,3,0,2,0,13,3,0
1119824,408056,3828,5,0,9,8,3,0,0
740334,292387,1487,0,1,1,6,15,0,0
1034294,397769,2108,0,1,7,9,4,3,0
673355,417790,3609,4,0,14,0,16,0,0
393870,26973,66,3,0,12,5,6,2,0
1055839,128213,4976,3,0,5,1,14,0,0
520961,212134,2447,4,1,10,0,9,0,0
317239,78642,1102,2,0,7,6,2,0,0
1055712,188885,1102,5,0,8,8,2,0,0
282387,29982,786,3,0,18,4,12,0,1
1441020,209301,3828,6,1,9,7,3,0,1
876862,82801,4536,2,0,14,5,10,3,0
1128049,323837,4966,0,0,12,2,8,0,1
987876,225968,145,2,0,2,3,8,0,1
927221,379022,606,4,1,16,9,0,0,0
679760,110338,4079,0,1,3,7,6,0,0
133990,408780,1470,4,0,13,6,9,0,0
658421,301558,4481,0,0,4,5,7,0,0
1020996,60098,121,5,0,12,6,5,0,0
214115,165882,547,5,0,15,1,12,3,0
2302757,391662,2915,0,0,1,7,6,0,1
366260,242766,1501,2,0,6,4,6,0,0
214664,189690,586,5,0,6,5,13,3,0
2194113,355007,3828,4,1,11,6,3,0,1
1399598,39641,2913,5,0,13,2,3,0,1
2119260,332049,3574,0,0,3,4,19,0,1
1393362,262185,3063,4,0,15,5,8,0,1
2237943,413087,4282,3,1,10,1,18,0,1
410289,58215,4267,4,0,18,6,14,3,1
153127,43479,1892,3,0,11,8,15,2,0
1778879,63143,412,4,0,1,7,10,0,1
1538177,252251,4044,3,0,0,1,0,1,1
1783962,178190,2849,6,0,3,8,8,1,1
1487409,231555,66,8,0,18,5,6,1,1
1070557,12509,2629,3,1,17,5,19,2,0
1012781,167870,1393,3,0,11,6,11,0,0
966402,26276,1026,3,0,4,3,5,0,0
350349,126021,2403,5,0,15,2,19,0,0
2058362,283565,1679,4,0,4,5,18,0,1
2433327,79862,2047,3,0,2,0,4,0,1
1879394,241526,1881,0,0,8,7,5,1,1
2089963,319047,1102,0,1,14,7,2,0,1
406806,381285,2664,0,0,8,2,19,3,0
591557,102607,1892,0,1,11,1,15,0,0
968932,317606,4165,0,0,5,9,11,2,0
644004,390637,1031,0,0,5,5,18,0,0
724866,321307,3350,0,0,4,3,7,0,0
1962165,357027,4818,3,1,12,8,18,0,1
1124941,72443,1522,0,1,10,5,6,2,0
1977277,94326,2482,0,0,12,1,18,0,1
2460283,155525,1102,8,0,8,2,2,1,1
1488800,310833,3971,3,0,4,5,14,0,1
1724219,122376,4090,0,0,5,4,16,0,1
1587603,145721,1918,4,0,9,3,13,2,1
588828,202957,4234,0,0,19,1,13,2,0
260625,234003,1102,3,0,18,0,2,0,0
1638345,155907,3102,6,0,13,3,5,1,1
131436,111051,606,4,0,14,1,0,0,0
2251729,4988,1283,0,0,9,2,1,0,1
1208290,104747,4282,3,0,3,0,18,2,0
900821,370303,4322,4,0,5,2,10,2,0
1019045,54977,742,3,1,14,9,2,0,0
1495982,396474,1749,4,0,12,0,17,1,1
535146,284590,2545,2,1,5,5,5,0,1
1908503,301351,4528,2,0,6,2,13,1,1
2038188,747,2422,3,0,5,0,8,0,1
2344435,158818,1760,5,0,7,2,5,1,1
1528865,271884,4129,3,0,12,2,13,0,1
418294,24171,4044,4,0,11,1,0,2,0
406430,100965,1203,4,2,15,6,6,0,0
2173745,373993,3505,3,0,7,2,12,1,1
2266894,376845,3958,3,0,11,8,10,0,1
2225367,136924,3173,3,0,5,0,11,0,1
72048,93096,1102,0,0,1,6,2,0,1
825310,377428,3828,3,0,2,9,3,0,0
632647,233191,2128,4,0,13,0,9,2,0
1921588,165564,4852,3,0,9,5,12,2,1
2147923,201359,4818,3,0,7,0,18,0,1
1595289,417760,4847,2,0,18,1,10,0,1
1093003,360425,4173,3,0,15,3,13,0,0
1432201,47278,3472,3,1,5,4,15,0,1
1952799,398428,4960,5,0,11,6,14,0,1
1792984,287339,1833,4,1,0,8,0,0,1
655417,183796,2356,2,1,18,5,3,2,0
99176,131256,4198,0,1,18,5,6,2,0
1234205,192569,4079,5,0,4,7,6,0,0
2460068,63970,4044,0,0,8,1,0,0,1
602609,81877,2954,5,0,4,3,4,2,0
1820101,134262,4374,0,1,2,8,9,0,1
253829,56847,963,2,0,19,2,3,2,0
1740861,57749,2450,4,0,9,0,0,0,1
1288472,173912,3826,3,1,10,5,5,0,0
442621,381306,1102,3,0,0,7,2,2,0
1533763,23825,598,3,1,2,2,19,0,1
963304,243107,360,2,1,19,0,16,0,0
549480,378295,3609,0,0,5,0,16,0,1
217787,160251,1892,3,0,8,1,15,2,0
1073901,2015,415,2,0,9,0,10,3,0
1091039,168425,2248,2,2,7,1,13,2,0
2302061,128907,1841,0,0,10,3,1,0,1
328250,355128,3727,3,0,6,4,16,0,0
796251,234052,4044,2,1,3,1,0,2,0
2234355,234894,3148,4,0,12,9,10,0,1
704391,248848,1557,3,1,1,8,2,0,0
2218586,343177,1102,0,0,12,0,2,0,1
1219746,74033,1470,6,0,13,6,9,2,0
445085,209019,2,6,0,2,2,6,0,0
1327340,29549,2099,4,0,3,3,4,0,0
1770356,180178,2144,3,0,5,3,11,0,1
1884171,324593,4044,3,0,17,2,0,0,1
924619,209804,3445,4,0,6,2,6,0,0
455042,238465,1861,6,0,3,8,10,0,0
31537,297618,141,0,0,2,8,8,0,0
1783696,215276,4282,3,1,9,5,18,0,1
291297,231204,3614,4,0,5,7,0,2,0
612209,114139,4044,3,2,12,3,0,0,0
563657,247999,1494,0,0,4,4,4,0,0
889900,43897,897,4,0,0,2,4,0,0
1391957,413593,803,0,0,6,4,11,0,1
2293463,73804,4920,3,0,17,3,8,0,1
1406342,152394,2876,6,0,9,5,12,0,1
1250297,71234,2217,6,0,14,3,7,0,0
915550,335495,474,4,1,16,7,1,2,0
1655767,399855,4044,3,2,6,3,0,0,1
396005,106335,1200,4,1,0,0,5,0,0
1546255,5481,1102,4,0,4,6,2,1,1
1940106,43973,3734,0,1,13,8,5,0,1
2078687,138264,4847,3,0,5,8,10,1,1
429729,67698,3925,0,0,3,1,5,0,0
2242206,46185,2099,3,0,4,1,8,2,1
225571,314112,4129,2,0,0,2,13,3,0
1811670,53024,608,4,1,11,0,15,0,1
943732,344471,4195,2,0,15,1,0,0,0
1356849,375935,608,6,0,17,3,15,0,0
895959,128380,773,4,1,18,9,14,0,0
1895508,253486,3016,3,1,13,5,9,0,1
2227524,226860,102,3,1,11,6,18,0,1
1044249,176591,3990,0,0,8,1,13,0,0
1370585,110855,3828,4,0,2,3,3,0,1
225767,60672,2161,4,0,7,6,1,0,0
1964864,340962,4044,3,0,10,2,0,1,1
1805318,228198,4044,2,0,12,3,0,0,1
2392491,238508,4276,2,1,12,5,12,2,1
1969292,164754,1749,4,1,11,7,17,0,1
275589,241179,4173,0,1,2,1,13,0,1
1502381,221227,829,0,0,2,5,18,0,1
177604,186597,4394,0,1,3,8,2,2,0
2216278,70442,1501,4,0,17,3,6,0,1
497608,95896,962,4,1,5,2,2,0,0
773970,328759,3578,4,1,4,3,7,0,0
175772,116964,4324,3,0,3,7,16,2,0
661495,355063,3650,3,1,6,2,5,0,0
94074,16821,3460,4,1,0,8,7,0,0
577342,295879,1754,4,0,12,9,18,0,1
343076,388929,1892,0,0,7,9,15,0,0
1263482,320330,1283,2,0,5,0,1,3,0
135343,197325,2565,0,0,13,0,19,0,0
303739,48939,1679,4,0,7,1,18,0,0
336475,149565,722,3,0,7,0,17,0,0
2382982,312445,4949,6,1,6,8,1,0,1
662230,123640,4280,5,0,12,4,17,3,0
1925935,203372,2639,5,0,11,2,16,0,1
684750,103429,3173,3,0,1,7,11,0,0
1481368,108246,777,6,1,9,3,2,1,1
1071672,248030,1916,0,0,6,7,10,2,0
2296322,15200,1816,5,0,17,0,5,0,1
1086218,66278,742,7,0,3,3,2,2,0
1832767,99452,1393,2,0,15,3,11,0,1
2085103,60870,4186,6,0,16,6,14,0,1
1889748,132113,4976,3,0,18,6,14,0,1
263492,72468,359,5,0,16,2,5,2,1
358929,25161,2173,0,0,10,0,5,0,0
1976935,156839,3828,6,0,6,2,3,0,1
1719401,282850,3323,6,1,8,5,1,0,1
1690756,83477,4282,3,1,8,8,18,0,1
70868,172968,2872,0,0,10,9,9,0,0
2072663,139288,4234,6,0,7,0,13,0,1
389282,304731,1557,3,0,8,1,2,0,1
557703,97723,3986,0,0,13,0,1,2,0
919187,142217,2766,5,0,5,1,15,0,0
2368992,83879,586,0,0,14,1,13,0,1
236879,56070,2669,3,0,19,0,9,2,0
240813,59400,4044,6,0,0,3,0,0,1
871068,68974,1923,4,0,8,3,10,0,0
739582,266275,1964,2,1,2,4,2,0,1
1547945,401716,4044,0,0,15,3,0,3,1
450306,397182,3095,3,0,12,2,10,0,0
1454675,333329,3893,0,0,2,5,7,0,1
939209,113813,2489,3,0,6,2,1,0,0
460767,373636,3671,3,0,18,8,9,0,0
1288796,386648,152,4,1,18,9,6,0,0
200300,240882,1816,3,0,16,9,5,0,0
614719,143068,2341,5,1,15,2,18,2,0
2278802,192331,191,3,1,5,1,4,0,1
2008289,332133,3976,0,0,15,2,10,1,1
1030378,193991,3938,4,1,9,2,1,0,0
60484,108450,1816,0,0,9,0,5,0,1
2031698,379905,1707,3,1,8,5,16,0,1
613035,80347,1890,2,0,15,3,13,2,0
2205163,122568,3734,3,1,2,3,5,0,1
251258,166926,1031,4,0,19,5,18,0,0
52232,10653,4887,2,0,4,7,17,2,0
1225510,226100,414,3,0,9,5,10,0,0
2435497,149524,1944,4,0,13,2,11,0,1
141198,83664,4044,3,0,4,6,0,0,0
1522264,208999,1102,3,0,4,6,2,0,1
2024560,87748,416,5,0,2,2,9,0,1
817477,35920,2217,4,1,7,3,7,2,0
524126,192424,1340,3,0,8,3,4,0,0
107176,100029,2403,5,0,2,2,10,0,0
446357,56700,3623,3,0,2,8,5,2,1
573398,285124,606,3,1,6,1,0,0,0
1476688,142339,127,2,0,13,7,15,0,1
603576,116182,4666,4,0,2,8,4,2,0
2451474,140862,2905,5,0,6,4,6,0,1
1018456,362945,3563,6,0,4,1,6,0,0
665754,120058,3828,3,0,19,4,3,0,0
1572308,325496,2136,3,1,1,1,11,0,1
602402,202453,2066,3,1,11,6,7,0,0
1428866,18861,2594,5,0,4,1,15,0,1
58990,114849,3593,4,1,14,0,1,0,1
2063132,238528,1102,3,0,13,7,2,0,1
2035426,42434,1393,6,0,18,7,11,0,1
1450768,322196,3244,6,0,10,6,8,0,1
1368576,408811,4282,0,1,10,5,18,0,1
1788254,363965,2136,6,0,3,2,11,1,1
530050,417451,632,6,0,4,3,15,0,0
116425,326082,1272,3,1,9,4,8,2,0
491839,270997,1742,0,0,16,2,18,2,0
131622,52683,4368,3,1,15,7,15,0,0
405770,402276,3473,3,0,18,8,7,3,0
775803,58168,2664,0,0,0,5,19,0,0
684233,352516,412,3,0,19,4,10,0,0
844229,309343,4950,3,2,15,8,4,2,0
1312015,398693,4847,3,0,11,1,4,2,0
1513789,410073,3466,7,1,2,4,14,0,1
1595485,39322,3828,5,0,14,5,3,0,1
1880953,420503,3665,1,0,11,1,13,1,1
1991748,72282,4818,4,0,11,5,18,2,1
2104905,103860,3152,0,0,17,5,11,0,1
1945256,203898,4648,3,0,9,4,18,2,1
838687,360796,3734,3,1,10,1,5,0,0
2406251,85661,1800,2,0,11,8,6,0,1
413659,67689,1557,3,1,16,5,2,0,0
1329813,311663,3828,0,0,8,1,3,0,0
874484,261232,1892,0,0,14,1,15,0,0
1380844,144655,1487,6,0,3,6,15,0,1
516472,299428,586,4,0,16,8,13,0,0
126518,253896,1678,2,1,17,7,1,2,0
704108,367120,3160,0,0,0,1,9,0,0
2350276,322105,949,3,0,0,1,17,0,1
449056,89469,4756,6,0,12,2,17,2,0
1718581,45273,4234,0,0,4,0,13,0,1
304407,75819,3205,4,0,14,6,5,2,0
2368084,103629,3136,4,0,13,8,1,0,1
2090164,3675,1501,2,0,10,3,6,0,1
2369329,423846,1393,0,0,2,9,11,0,1
1726707,299885,148,4,0,0,2,13,0,1
859335,410215,2752,4,1,13,7,6,2,0
789914,6208,4607,5,0,7,6,9,0,0
1457157,128966,81,4,0,15,2,4,1,1
2332627,72800,855,3,2,4,0,11,0,1
48370,396699,437,3,0,15,8,18,0,0
1994805,363203,1881,3,1,3,9,4,0,1
1122357,368378,4287,3,0,19,9,15,0,0
1001160,95927,4129,3,0,18,2,13,0,0
280848,177438,2821,2,0,19,0,15,2,0
859526,351079,1102,3,0,1,2,2,0,0
1165044,382994,4658,5,2,6,4,11,2,0
2297337,306918,3847,0,0,16,3,2,0,1
308751,167982,4336,0,0,8,6,16,0,0
808474,242251,2537,0,1,11,5,14,0,1
298241,368424,1393,0,0,11,6,11,0,0
762707,369457,3828,3,0,8,8,3,0,0
172776,393954,4444,6,0,7,7,1,0,0
2240443,126292,2403,6,0,9,7,15,0,1
770800,207157,141,0,0,18,8,8,3,0
2373884,10020,3912,5,0,3,8,5,0,1
885490,145270,4954,3,0,0,9,8,0,0
2046892,375622,3614,4,0,14,7,0,1,1
3452,20865,951,3,0,3,5,11,0,0
2090901,343054,4044,0,0,10,1,0,0,1
2159920,297092,1102,5,0,0,2,2,0,1
1837100,318765,3154,1,0,9,5,13,0,1
413700,265065,2273,6,0,3,8,5,2,0
835359,232282,962,5,0,9,0,5,0,0
2101461,300472,4111,2,0,3,2,5,2,1
156328,160728,416,5,0,17,9,9,0,0
871046,264814,4420,4,1,19,5,15,0,0
1279644,261971,2583,4,0,5,2,2,0,0
1523645,196760,1861,1,0,13,7,10,1,1
321794,374325,663,4,0,14,1,7,0,0
2115187,59499,4173,3,0,18,6,13,1,1
1602675,71186,361,6,1,12,8,13,0,1
1364495,109769,148,4,0,6,1,4,0,1
2253134,352256,1131,2,0,14,4,5,0,1
1224853,138548,2644,6,1,6,2,7,0,0
1332713,295793,557,4,1,3,2,2,0,0
2440052,190597,4765,3,1,6,5,6,0,1
262569,300564,2403,6,1,3,2,19,0,0
1060846,239576,412,3,0,0,4,10,0,0
406267,291684,1916,5,0,0,7,10,3,0
365977,231246,41,6,0,19,7,12,0,0
1744603,72390,2397,5,1,8,6,7,0,1
957461,416927,1640,0,0,9,0,15,0,0
1068319,391388,437,4,2,16,3,1,2,0
1238386,410939,2360,0,0,7,7,18,0,0
1233477,164921,4836,3,0,10,1,6,0,0
1385553,325548,4173,4,1,2,2,13,0,1
46283,383898,1621,3,1,5,3,6,2,0
384773,204120,2273,0,0,15,8,5,2,0
331028,262458,4044,0,0,8,3,0,0,0
452834,287103,1557,4,0,6,5,2,0,0
857619,153958,2138,2,0,17,2,0,2,0
904690,311681,4305,4,1,9,5,1,2,0
1276320,74321,474,4,0,1,5,13,0,0
1222276,303155,1892,4,0,1,8,15,2,0
365537,215373,4044,2,0,9,6,0,0,0
172701,261090,4585,0,1,16,2,19,0,0
2426864,262422,4949,7,0,12,4,1,0,1
2206758,395982,4173,3,0,15,2,13,0,1
2041715,40701,2962,4,0,7,6,9,1,1
866490,26731,1512,0,0,11,0,3,0,0
2337855,383436,2187,0,0,15,3,1,0,1
89837,176307,4173,4,0,8,6,13,3,0
2272029,14933,3828,6,0,5,1,3,0,1
803036,227143,2537,2,0,1,4,14,0,0
566237,405184,3105,3,0,2,4,6,0,0
1060945,46808,3853,0,0,9,6,0,0,0
967788,341669,2140,3,0,1,5,1,0,0
2035735,177174,3828,0,0,7,8,3,0,1
442759,122490,2229,2,0,17,4,15,0,0
258896,109074,4173,3,1,13,6,13,2,0
1549885,402199,3350,0,0,14,3,7,2,1
813383,151117,2856,0,0,10,4,2,0,0
677947,39937,437,3,0,0,8,18,0,0
1441683,107499,4044,3,0,8,8,0,0,1
1947152,101605,1884,3,1,7,5,16,0,1
823208,108883,3828,0,0,8,1,3,0,1
2428711,50975,1916,3,0,5,7,10,1,1
552747,306361,630,0,0,3,3,4,0,0
709540,96274,1178,0,0,2,6,18,0,0
185449,110058,2403,0,0,5,7,19,3,1
564399,138943,2598,0,1,2,0,17,0,1
1422314,102032,4173,3,0,3,5,13,0,1
2386347,149556,2403,3,0,19,1,10,0,1
1802951,248748,1272,6,1,8,4,8,0,1
470282,245641,684,6,0,6,8,6,2,0
2339173,41607,4282,2,1,1,0,18,0,1
2342612,126925,3828,5,0,15,5,3,0,1
701569,343054,4044,0,0,19,1,0,0,1
2290909,335818,586,4,2,2,7,13,0,1
363285,186444,2361,4,0,14,2,4,0,0
752248,242731,2608,4,0,11,1,10,0,0
2154150,349316,1457,3,1,13,6,13,0,1
1713018,258531,793,0,0,3,3,8,0,1
953830,335261,3682,5,1,8,6,17,0,0
496409,306328,1833,3,0,12,8,4,0,0
2015411,245630,2552,3,0,10,5,12,0,1
44549,245913,608,6,0,5,0,15,3,1
2351185,73277,1262,0,1,17,2,6,0,1
2145553,167776,1370,6,0,1,0,4,1,1
231255,265731,3854,3,0,13,5,17,0,0
1657805,215276,4282,3,1,7,1,18,0,1
69975,336039,3200,3,0,8,1,9,0,0
336587,415293,1489,2,1,11,5,5,0,0
364041,152652,3574,5,0,15,4,16,2,0
1166421,97298,1393,3,2,8,8,11,0,0
2164647,396263,1131,0,0,12,0,5,0,1
1769046,171379,4267,5,0,0,0,14,0,1
1937599,388422,3828,3,0,8,9,3,0,1
538063,393136,2730,6,1,12,4,7,0,0
892429,263290,2403,5,0,0,2,19,0,0
1686830,421980,4105,1,0,8,5,2,0,1
1702136,316955,1272,6,0,19,2,8,0,1
1795376,199997,1501,3,0,17,3,6,0,1
544541,50356,311,6,0,19,1,5,0,0
122855,111558,191,2,0,10,3,4,0,0
745422,90406,293,3,0,9,3,18,0,0
1838896,74378,591,3,0,15,7,19,1,1
1918696,179436,1810,0,0,11,4,16,0,1
2356249,308148,3734,3,1,3,4,5,0,1
1348983,255098,4042,0,0,11,1,0,0,0
1505286,346282,3984,0,0,16,9,18,1,1
1995975,122168,1892,3,0,12,8,15,1,1
816459,65359,4265,0,0,16,3,15,2,0
48982,24987,2448,4,1,9,5,1,2,0
563009,27838,2429,2,0,0,8,5,0,0
1123416,215546,2482,3,0,14,0,18,0,0
1384887,318702,4282,7,1,4,0,18,0,1
427608,251505,598,0,1,7,6,19,0,1
1442618,308378,949,5,0,2,1,17,0,1
853725,132196,3148,7,1,6,6,12,0,0
2177838,47606,2066,5,0,8,6,7,0,1
1864935,58799,1102,0,0,13,8,2,0,1
1330694,406895,742,4,0,15,2,2,2,0
55791,199839,2639,3,0,14,2,16,2,0
1607342,73183,652,3,0,7,0,14,0,1
768858,400180,4976,2,0,13,0,14,0,0
1606129,33023,361,6,0,7,7,13,0,1
1127124,287996,3635,4,0,10,6,19,2,1
772454,335926,1875,0,2,14,0,6,0,0
990789,395186,4324,3,0,11,7,16,2,0
1978303,403403,515,0,1,5,4,14,0,1
2101267,282172,2594,3,0,4,6,15,0,1
63331,156579,1742,0,0,9,2,18,0,0
632473,420838,4955,0,0,0,2,18,0,0
1101694,328430,4594,0,0,15,5,18,2,0
1886401,286358,474,3,1,14,5,16,1,1
2028229,33065,2883,6,0,12,3,10,0,1
45992,106650,643,1,0,15,8,1,2,0
1918179,262810,962,2,0,10,0,4,0,1
2455146,113330,598,0,1,15,3,19,0,1
1481960,139028,4302,6,0,3,6,7,0,1
598446,304339,2173,3,1,0,0,11,0,0
1937472,238179,4760,2,0,2,5,0,1,1
1630577,28239,2883,5,0,2,8,10,0,1
2446896,165889,1102,7,0,6,0,2,0,1
1292844,333146,1281,4,0,11,9,6,0,0
565690,253888,1704,4,0,4,3,13,0,0
1938626,289075,598,0,1,12,6,19,0,1
1453500,224502,586,4,0,15,4,13,0,1
964460,413603,1399,4,0,16,6,12,0,0
2141459,134840,4847,3,0,3,2,10,0,1
2372749,330293,4438,5,1,10,5,3,2,1
1877077,407875,2711,5,0,12,8,4,1,1
