order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2790078,30699,prior,7,0,16,4.0
444429,30699,prior,8,0,23,7.0
1269933,30699,prior,9,1,1,1.0
3359441,30699,prior,10,2,11,1.0
748522,30699,prior,11,5,15,3.0
3201746,30699,prior,12,6,11,8.0
3075956,30699,prior,13,0,14,8.0
487019,30699,prior,14,0,11,7.0
2621193,30699,prior,15,5,23,12.0
468949,30699,prior,16,4,11,20.0
1034335,30699,prior,17,6,11,16.0
1385302,30699,prior,18,5,16,20.0
3117888,30699,prior,19,1,10,30.0
2524545,30699,prior,20,1,15,0.0
2153173,30699,test,21,2,22,22.0
1014563,30750,prior,1,0,23,
620467,30750,prior,2,2,8,9.0
3068107,30750,prior,3,4,8,2.0
1862427,30750,prior,4,2,11,5.0
1969740,30750,prior,5,6,9,4.0
160937,30750,prior,6,2,9,3.0
2981450,30750,prior,7,1,9,6.0
1545201,30750,prior,8,3,11,2.0
2166946,30750,prior,9,6,13,3.0
593266,30750,prior,10,2,9,3.0
2989158,30750,train,11,4,12,2.0
3386264,31343,prior,1,6,11,
2296967,31343,prior,2,6,14,7.0
1274379,31343,prior,3,6,14,30.0
856941,31343,prior,4,0,12,30.0
1855059,31343,test,5,6,10,20.0
1847597,31524,prior,1,1,16,
904918,31524,prior,2,2,12,8.0
198957,31524,prior,3,6,19,18.0
607980,31524,prior,4,5,14,13.0
1294449,31524,prior,5,6,19,8.0
785203,31524,prior,6,0,12,22.0
3134457,31524,prior,7,0,13,30.0
1630577,31524,prior,8,4,20,11.0
3154077,31524,prior,9,6,19,9.0
2878963,31524,prior,10,1,14,23.0
1062806,31524,prior,11,0,14,30.0
2247972,31524,prior,12,1,15,15.0
1058265,31524,prior,13,0,14,6.0
2766071,31524,prior,14,4,19,18.0
760408,31524,prior,15,2,15,30.0
3110428,31524,prior,16,6,0,11.0
2538431,31524,prior,17,1,17,9.0
782785,31524,prior,18,3,19,16.0
548944,31524,prior,19,4,18,30.0
1491942,31524,train,20,2,13,12.0
769759,31648,prior,1,2,18,
858022,31648,prior,2,4,12,30.0
2086822,31648,prior,3,1,13,4.0
2244005,31648,prior,4,5,7,4.0
1634052,31648,prior,5,1,8,10.0
2223748,31648,prior,6,4,20,3.0
1525742,31648,prior,7,1,13,4.0
137192,31648,prior,8,1,8,7.0
1858314,31648,prior,9,0,13,6.0
199808,31648,prior,10,4,12,4.0
901628,31648,prior,11,2,11,5.0
2766743,31648,prior,12,2,8,7.0
1893522,31648,prior,13,5,14,3.0
928426,31648,prior,14,1,14,3.0
2939499,31648,prior,15,5,11,30.0
381337,31648,prior,16,6,12,22.0
2381989,31648,prior,17,4,13,26.0
1937167,31648,prior,18,1,8,4.0
1095510,31648,prior,19,1,7,14.0
162860,31648,prior,20,4,18,3.0
1637273,31648,prior,21,2,8,5.0
1348500,31648,prior,22,5,17,17.0
3202207,31648,prior,23,1,9,10.0
2277600,31648,prior,24,3,7,9.0
3104080,31648,prior,25,1,7,12.0
510084,31648,prior,26,2,11,15.0
1229847,31648,prior,27,5,8,30.0
2606833,31648,prior,28,1,8,17.0
1806896,31648,test,29,5,8,11.0
2625044,32132,prior,1,2,13,
1796707,32132,prior,2,0,17,5.0
639291,32132,prior,3,0,10,21.0
925650,32132,prior,4,2,10,2.0
921242,32132,prior,5,3,19,30.0
1752444,32132,prior,6,1,13,19.0
780210,32132,prior,7,3,17,23.0
1717558,32132,prior,8,3,16,28.0
1453631,32132,prior,9,2,19,6.0
1278750,32132,prior,10,6,14,4.0
1326140,32132,prior,11,3,10,30.0
2489397,32132,prior,12,1,9,5.0
3243874,32132,prior,13,5,10,30.0
2256261,32132,prior,14,1,17,3.0
3006406,32132,prior,15,6,8,12.0
2528388,32132,prior,16,0,17,15.0
817875,32132,prior,17,4,7,11.0
2792128,32132,prior,18,1,12,4.0
2999090,32132,prior,19,1,9,7.0
2914239,32132,prior,20,5,15,4.0
1498617,32132,test,21,4,9,20.0
1938261,32387,prior,1,0,9,
2511181,32387,prior,2,0,10,30.0
363547,32387,prior,3,0,9,21.0
1067680,32387,prior,4,6,17,30.0
842255,32387,prior,5,1,19,30.0
963549,32387,train,6,1,18,21.0
590712,32811,prior,1,0,18,
58169,32811,prior,2,6,17,13.0
2017737,32811,prior,3,0,21,15.0
3295902,32811,prior,4,6,19,30.0
1712884,32811,prior,5,0,13,1.0
1417447,32811,prior,6,2,15,2.0
2973335,32811,prior,7,0,14,5.0
327114,32811,train,8,3,19,3.0
80161,33276,prior,1,5,15,
1469045,33276,prior,2,1,13,30.0
452430,33276,prior,3,0,16,30.0
1327817,33276,prior,4,2,15,23.0
2343802,33276,prior,5,2,15,7.0
3113703,33276,train,6,2,14,30.0
404041,33393,prior,1,4,10,
776927,33393,prior,2,1,9,11.0
1295065,33393,prior,3,0,14,6.0
1856823,33393,prior,4,6,15,6.0
890290,33393,prior,5,4,12,19.0
3358132,33393,prior,6,0,17,10.0
2432407,33393,prior,7,5,17,5.0
2559293,33393,prior,8,6,19,15.0
2868279,33393,prior,9,0,13,8.0
1182018,33393,prior,10,5,19,30.0
1750291,33393,prior,11,0,19,30.0
3037553,33393,prior,12,5,17,30.0
1028528,33393,test,13,6,19,8.0
2034353,33844,prior,1,5,11,
1897285,33844,prior,2,5,19,14.0
3225453,33844,prior,3,0,13,9.0
433353,33844,prior,4,5,17,19.0
428484,33844,prior,5,2,12,4.0
678746,33844,prior,6,4,17,16.0
3045749,33844,prior,7,0,16,30.0
1128555,33844,prior,8,6,11,30.0
96191,33844,prior,9,3,13,18.0
1898564,33844,prior,10,5,9,2.0
2218199,33844,prior,11,3,13,12.0
921262,33844,prior,12,5,9,2.0
1488808,33844,prior,13,2,14,30.0
1836308,33844,prior,14,0,12,12.0
2843300,33844,prior,15,5,13,12.0
1341545,33844,prior,16,3,14,12.0
2728698,33844,train,17,1,12,5.0
1636191,33939,prior,1,1,19,
366933,33939,prior,2,3,18,30.0
1227774,33939,prior,3,1,9,19.0
23203,33939,prior,4,3,18,30.0
3137268,33939,test,5,1,8,12.0
3389733,34080,prior,1,1,10,
3137418,34080,prior,2,1,13,7.0
605574,34080,prior,3,4,10,3.0
1576444,34080,prior,4,1,12,4.0
2979632,34080,prior,5,5,15,4.0
950862,34080,prior,6,2,15,4.0
2069525,34080,prior,7,5,8,3.0
2103221,34080,prior,8,3,19,5.0
3027283,34080,prior,9,2,10,6.0
2389865,34080,prior,10,5,18,3.0
1998896,34080,prior,11,5,9,7.0
1558364,34080,prior,12,1,11,3.0
473927,34080,prior,13,4,11,3.0
1813869,34080,prior,14,4,16,7.0
1759631,34080,prior,15,3,7,6.0
1410871,34080,prior,16,2,16,6.0
108610,34080,prior,17,3,11,8.0
807003,34080,prior,18,4,14,1.0
565005,34080,prior,19,3,10,6.0
3013216,34080,prior,20,1,16,5.0
1855388,34080,prior,21,1,6,7.0
2639335,34080,prior,22,3,11,2.0
1339010,34080,prior,23,2,10,6.0
2880125,34080,prior,24,1,11,6.0
591254,34080,prior,25,1,13,7.0
1929256,34080,prior,26,3,9,2.0
649824,34080,prior,27,4,13,1.0
32266,34080,prior,28,1,10,4.0
1853871,34080,prior,29,4,14,3.0
2627400,34080,prior,30,0,22,10.0
2337866,34080,prior,31,1,10,8.0
2472223,34080,prior,32,1,20,7.0
780838,34080,prior,33,3,10,9.0
1094205,34080,prior,34,3,11,0.0
320223,34080,prior,35,4,9,8.0
2405454,34080,prior,36,2,12,5.0
69474,34080,prior,37,2,11,7.0
2974529,34080,prior,38,5,14,30.0
2735876,34080,train,39,5,20,7.0
2755859,34249,prior,1,6,20,
1851113,34249,prior,2,3,13,18.0
736170,34249,prior,3,6,17,30.0
2450353,34249,prior,4,6,16,30.0
135671,34249,prior,5,6,12,7.0
1531168,34249,prior,6,6,22,7.0
2353706,34249,prior,7,2,17,3.0
3190851,34249,prior,8,1,21,6.0
654094,34249,prior,9,5,17,11.0
1419683,34249,prior,10,0,17,2.0
949000,34249,prior,11,5,8,5.0
2550631,34249,prior,12,2,13,18.0
2963141,34249,prior,13,6,22,18.0
2931997,34249,prior,14,3,17,18.0
405239,34249,prior,15,0,21,4.0
3309943,34249,prior,16,4,16,18.0
204846,34249,prior,17,0,18,3.0
2390325,34249,prior,18,3,19,17.0
3307247,34249,prior,19,0,16,4.0
2548267,34249,prior,20,4,17,4.0
2939166,34249,prior,21,4,13,21.0
2046057,34249,prior,22,4,19,7.0
571507,34249,test,23,0,14,3.0
2840103,34548,prior,1,3,9,
901064,34548,prior,2,4,18,15.0
250896,34548,prior,3,4,19,0.0
2373214,34548,prior,4,2,18,19.0
79189,34548,prior,5,1,22,6.0
1961659,34548,prior,6,3,22,16.0
2240071,34548,train,7,4,18,8.0
1925986,34667,prior,1,1,11,
2817815,34667,prior,2,1,16,7.0
1733898,34667,prior,3,5,16,18.0
1605273,34667,prior,4,6,15,1.0
2029987,34667,prior,5,2,9,10.0
2105047,34667,prior,6,1,19,13.0
2114047,34667,prior,7,1,5,7.0
14535,34667,prior,8,0,13,6.0
1718586,34667,prior,9,0,13,0.0
1502889,34667,prior,10,2,7,9.0
1109665,34667,prior,11,4,13,2.0
947268,34667,prior,12,3,8,20.0
2883613,34667,prior,13,3,8,0.0
1800345,34667,prior,14,1,8,5.0
2020278,34667,prior,15,2,7,8.0
1883658,34667,prior,16,0,8,12.0
2902030,34667,prior,17,5,7,5.0
1481697,34667,prior,18,1,7,3.0
2940050,34667,prior,19,4,14,3.0
840715,34667,prior,20,0,9,3.0
830336,34667,prior,21,2,6,2.0
704913,34667,prior,22,4,16,9.0
102744,34667,prior,23,0,19,10.0
2504833,34667,prior,24,6,8,6.0
2496781,34667,prior,25,5,8,13.0
2047223,34667,prior,26,3,17,5.0
325611,34667,prior,27,1,7,5.0
1283417,34667,prior,28,1,16,7.0
2505770,34667,prior,29,3,16,9.0
3344724,34667,prior,30,0,11,4.0
3325976,34667,prior,31,1,18,22.0
789722,34667,prior,32,5,13,25.0
2990299,34667,prior,33,6,19,30.0
296627,34667,prior,34,3,11,4.0
2590395,34667,train,35,2,6,6.0
1918574,34776,prior,1,1,15,
2524906,34776,prior,2,4,11,3.0
1640026,34776,prior,3,0,14,10.0
1903639,34776,prior,4,3,9,24.0
233908,34776,prior,5,1,15,5.0
809125,34776,prior,6,2,12,29.0
2294278,34776,prior,7,4,9,23.0
843923,34776,prior,8,1,14,11.0
1354919,34776,prior,9,2,17,8.0
1548336,34776,prior,10,5,15,24.0
495138,34776,prior,11,4,8,20.0
2260094,34776,prior,12,0,16,24.0
2580319,34776,prior,13,1,22,1.0
2587412,34776,prior,14,6,16,30.0
2089149,34776,prior,15,0,10,22.0
1790188,34776,prior,16,1,18,1.0
924082,34776,prior,17,6,14,19.0
302782,34776,train,18,6,13,7.0
2378812,34865,prior,1,1,11,
727825,34865,prior,2,1,18,14.0
3392771,34865,prior,3,1,10,28.0
601241,34865,test,4,2,19,22.0
1301405,35052,prior,1,1,11,
1630874,35052,prior,2,4,17,10.0
865814,35052,prior,3,3,7,13.0
525214,35052,prior,4,0,11,4.0
2313341,35052,prior,5,6,13,6.0
2217836,35052,prior,6,4,11,5.0
2497525,35052,prior,7,2,8,19.0
2987698,35052,prior,8,1,12,27.0
2625954,35052,prior,9,1,16,30.0
250572,35052,prior,10,0,12,20.0
1989638,35052,train,11,4,7,4.0
428492,35104,prior,1,5,15,
428495,35104,prior,2,6,11,8.0
622316,35104,prior,3,0,9,8.0
1167934,35104,train,4,4,13,18.0
1339362,35272,prior,1,4,16,
2017310,35272,prior,2,3,18,30.0
3012653,35272,prior,3,2,16,30.0
300901,35272,prior,4,5,16,30.0
424109,35272,test,5,5,18,7.0
2279880,35387,prior,1,6,17,
1410904,35387,prior,2,0,14,30.0
891360,35387,prior,3,6,1,30.0
636200,35387,prior,4,4,13,26.0
3013407,35387,train,5,4,22,7.0
731493,35498,prior,1,6,16,
332335,35498,prior,2,1,21,9.0
2200236,35498,prior,3,6,12,5.0
1144486,35498,prior,4,2,21,3.0
1308110,35498,prior,5,6,11,4.0
2067463,35498,prior,6,6,21,7.0
1821338,35498,prior,7,2,16,3.0
1357551,35498,prior,8,0,13,5.0
3014670,35498,prior,9,0,16,7.0
1467529,35498,prior,10,1,7,1.0
1748875,35498,prior,11,5,16,4.0
217923,35498,prior,12,3,16,5.0
1820984,35498,prior,13,6,17,10.0
2086503,35498,prior,14,5,14,6.0
2697587,35498,prior,15,1,12,3.0
3080773,35498,prior,16,4,21,3.0
1162218,35498,prior,17,6,21,16.0
2633219,35498,prior,18,4,21,5.0
1381404,35498,prior,19,6,11,9.0
2543853,35498,prior,20,6,12,14.0
1872588,35498,prior,21,0,9,1.0
2246349,35498,prior,22,1,15,8.0
3264705,35498,prior,23,3,8,2.0
708207,35498,prior,24,5,14,2.0
357408,35498,prior,25,3,8,12.0
906276,35498,prior,26,6,15,3.0
1152789,35498,prior,27,6,19,7.0
1469237,35498,prior,28,5,7,6.0
2455854,35498,prior,29,0,14,9.0
1267978,35498,prior,30,3,19,3.0
623354,35498,prior,31,0,10,11.0
1273354,35498,prior,32,6,17,6.0
2011443,35498,prior,33,5,8,6.0
2983917,35498,prior,34,6,17,15.0
3393308,35498,prior,35,4,8,12.0
383619,35498,prior,36,3,19,13.0
3268703,35498,prior,37,1,8,5.0
502646,35498,prior,38,5,10,4.0
3348878,35498,prior,39,5,8,7.0
606511,35498,prior,40,4,20,13.0
1203123,35498,prior,41,4,19,14.0
1719868,35498,prior,42,5,8,15.0
3068413,35498,prior,43,6,8,8.0
2503952,35498,prior,44,0,20,8.0
807993,35498,prior,45,2,16,9.0
1296681,35498,prior,46,0,10,19.0
3376122,35498,prior,47,0,10,7.0
1797187,35498,train,48,0,9,21.0
581081,35755,prior,1,0,15,
1656718,35755,prior,2,0,15,7.0
659420,35755,prior,3,1,15,29.0
2970884,35755,prior,4,0,9,6.0
437868,35755,prior,5,4,13,11.0
2267973,35755,prior,6,0,8,10.0
2745762,35755,prior,7,5,19,5.0
2225017,35755,prior,8,1,12,3.0
284059,35755,prior,9,5,20,18.0
780489,35755,prior,10,4,15,6.0
1425534,35755,prior,11,6,22,16.0
3177332,35755,prior,12,5,11,13.0
2704155,35755,prior,13,0,13,16.0
1974718,35755,prior,14,0,13,7.0
444179,35755,prior,15,1,16,22.0
383571,35755,prior,16,0,9,6.0
1358734,35755,prior,17,0,17,14.0
1093453,35755,prior,18,1,12,8.0
2904871,35755,prior,19,0,22,27.0
3397173,35755,prior,20,4,11,11.0
980525,35755,prior,21,4,8,7.0
2935721,35755,prior,22,2,15,5.0
1649263,35755,prior,23,0,15,5.0
315165,35755,prior,24,3,8,3.0
400516,35755,prior,25,0,14,4.0
607828,35755,prior,26,6,20,13.0
978163,35755,prior,27,2,11,10.0
3336730,35755,prior,28,6,16,4.0
2345737,35755,prior,29,0,17,15.0
2737294,35755,prior,30,1,10,29.0
1739060,35755,prior,31,5,8,4.0
1960409,35755,prior,32,0,16,2.0
200702,35755,prior,33,6,20,20.0
1885626,35755,train,34,5,23,6.0
1792518,35783,prior,1,1,12,
3330920,35783,prior,2,5,11,18.0
2282716,35783,prior,3,2,11,30.0
2060665,35783,prior,4,4,13,2.0
870350,35783,test,5,0,9,10.0
1571121,36026,prior,1,3,16,
2445709,36026,prior,2,6,15,3.0
1367886,36026,prior,3,3,19,4.0
1562540,36026,prior,4,4,21,1.0
2779347,36026,train,5,2,12,5.0
3012699,36162,prior,1,2,12,
2848752,36162,prior,2,4,10,9.0
2878592,36162,prior,3,2,11,12.0
1612909,36162,prior,4,4,10,9.0
1241830,36162,prior,5,4,12,7.0
2545993,36162,prior,6,4,8,7.0
1695406,36162,prior,7,3,11,6.0
2160744,36162,prior,8,4,11,8.0
985131,36162,prior,9,1,7,4.0
800518,36162,prior,10,3,12,9.0
2247578,36162,prior,11,4,12,8.0
27532,36162,prior,12,4,16,7.0
2028402,36162,prior,13,4,17,7.0
273249,36162,prior,14,4,15,7.0
571831,36162,prior,15,5,8,8.0
1351546,36162,prior,16,3,13,5.0
548060,36162,prior,17,2,14,6.0
2407166,36162,prior,18,5,13,3.0
3266265,36162,prior,19,4,12,6.0
1676422,36162,prior,20,4,9,7.0
2202197,36162,prior,21,5,14,1.0
355910,36162,prior,22,4,12,20.0
1793911,36162,prior,23,1,15,4.0
1816725,36162,prior,24,5,14,4.0
2298932,36162,prior,25,4,14,6.0
2798219,36162,prior,26,4,14,7.0
3017723,36162,prior,27,4,11,7.0
801347,36162,prior,28,0,20,10.0
3379728,36162,prior,29,2,7,9.0
3198212,36162,prior,30,4,10,9.0
378303,36162,prior,31,1,10,30.0
2383093,36162,train,32,4,16,3.0
2802194,36177,prior,1,1,12,
1740847,36177,prior,2,3,15,30.0
2233534,36177,prior,3,2,13,6.0
1901353,36177,prior,4,2,15,30.0
1438099,36177,prior,5,1,13,30.0
407709,36177,prior,6,3,9,30.0
647854,36177,prior,7,1,12,30.0
1413181,36177,test,8,1,11,14.0
904947,36428,prior,1,4,17,
615648,36428,prior,2,1,12,4.0
1475983,36428,prior,3,5,15,11.0
2546544,36428,prior,4,2,8,11.0
121561,36428,prior,5,4,9,2.0
2266115,36428,prior,6,1,9,4.0
1371712,36428,prior,7,3,11,9.0
1035806,36428,prior,8,1,9,5.0
3417731,36428,prior,9,5,10,4.0
1626099,36428,prior,10,3,21,30.0
183655,36428,prior,11,2,9,6.0
139304,36428,train,12,4,9,30.0
925215,36503,prior,1,0,14,
2516804,36503,prior,2,2,20,23.0
3121054,36503,prior,3,1,19,6.0
3143086,36503,prior,4,2,18,8.0
3305125,36503,prior,5,4,22,2.0
1752716,36503,prior,6,5,23,22.0
1437694,36503,prior,7,1,18,30.0
2431373,36503,prior,8,0,12,13.0
445286,36503,prior,9,2,14,2.0
2116453,36503,prior,10,0,17,12.0
1488707,36503,prior,11,4,16,11.0
258987,36503,prior,12,3,13,6.0
2677015,36503,prior,13,1,17,30.0
1358492,36503,prior,14,1,16,30.0
2773824,36503,prior,15,3,17,30.0
949244,36503,prior,16,1,11,30.0
1860977,36503,train,17,5,16,4.0
408004,36567,prior,1,4,16,
243821,36567,prior,2,1,16,11.0
1043617,36567,prior,3,4,15,10.0
2720727,36567,prior,4,4,15,7.0
2401794,36567,prior,5,0,8,10.0
1877606,36567,prior,6,2,11,16.0
467118,36567,prior,7,2,12,0.0
3348675,36567,prior,8,6,10,18.0
1825118,36567,prior,9,4,16,30.0
316045,36567,prior,10,4,16,30.0
2015169,36567,prior,11,3,17,20.0
358794,36567,prior,12,5,15,16.0
1379663,36567,prior,13,3,16,30.0
32865,36567,prior,14,4,16,30.0
815052,36567,train,15,6,12,30.0
1177107,36577,prior,1,3,16,
1574335,36577,prior,2,6,16,24.0
922838,36577,prior,3,6,11,30.0
387193,36577,train,4,4,20,12.0
97778,36664,prior,1,0,22,
1286204,36664,prior,2,0,8,7.0
1772829,36664,prior,3,4,15,18.0
591360,36664,prior,4,3,17,6.0
530580,36664,prior,5,6,8,3.0
1396352,36664,prior,6,3,9,4.0
434203,36664,prior,7,4,11,8.0
3157644,36664,prior,8,1,10,11.0
1352231,36664,prior,9,5,11,11.0
2664856,36664,prior,10,1,10,3.0
608510,36664,prior,11,1,11,21.0
459191,36664,prior,12,4,12,3.0
3176197,36664,prior,13,0,21,10.0
3229670,36664,prior,14,0,9,30.0
1690550,36664,prior,15,6,13,6.0
987505,36664,prior,16,5,15,20.0
1503157,36664,prior,17,3,12,30.0
724581,36664,prior,18,1,20,5.0
1306449,36664,prior,19,1,8,7.0
84947,36664,prior,20,3,6,9.0
950869,36664,prior,21,0,14,4.0
17201,36664,prior,22,3,11,10.0
2004631,36664,prior,23,2,8,13.0
1821583,36664,prior,24,6,16,18.0
2138562,36664,test,25,4,11,5.0
2192993,36820,prior,1,4,18,
2204429,36820,prior,2,5,19,30.0
2721597,36820,prior,3,3,9,30.0
3035939,36820,prior,4,1,13,30.0
2389401,36820,prior,5,3,10,16.0
1713705,36820,prior,6,4,0,30.0
1697922,36820,prior,7,1,9,25.0
1211062,36820,prior,8,5,10,30.0
210623,36820,prior,9,3,12,30.0
1640940,36820,train,10,2,16,30.0
1323562,36949,prior,1,0,13,
1776195,36949,prior,2,1,14,30.0
1783995,36949,prior,3,0,20,20.0
1901360,36949,prior,4,6,18,20.0
591847,36949,prior,5,2,12,17.0
2886984,36949,prior,6,4,9,9.0
2315961,36949,prior,7,0,17,3.0
270714,36949,prior,8,6,13,30.0
890411,36949,test,9,0,15,29.0
1228349,37658,prior,1,0,9,
889376,37658,prior,2,3,23,30.0
1314270,37658,prior,3,0,17,30.0
2249474,37658,test,4,0,11,30.0
2905386,37756,prior,1,5,15,
2961474,37756,prior,2,6,7,30.0
658577,37756,prior,3,0,14,30.0
2644427,37756,prior,4,4,9,30.0
1272506,37756,prior,5,6,10,30.0
3188211,37756,prior,6,5,10,6.0
1178015,37756,prior,7,5,13,14.0
1424227,37756,prior,8,5,10,30.0
3199626,37756,prior,9,0,8,30.0
1899685,37756,train,10,2,11,16.0
2980158,37899,prior,1,0,12,
976003,37899,prior,2,1,15,15.0
2378670,37899,prior,3,0,14,13.0
1209522,37899,prior,4,2,19,16.0
2431377,37899,prior,5,1,9,30.0
1268447,37899,prior,6,5,13,18.0
2288132,37899,prior,7,1,21,24.0
2593855,37899,train,8,6,21,30.0
2739805,37932,prior,1,4,20,
731151,37932,prior,2,4,15,7.0
2335734,37932,prior,3,5,15,8.0
2143993,37932,prior,4,5,13,7.0
1372824,37932,prior,5,5,15,7.0
3414837,37932,prior,6,5,9,7.0
2779370,37932,prior,7,5,13,7.0
1232891,37932,prior,8,2,12,4.0
2568296,37932,prior,9,5,13,10.0
1641019,37932,prior,10,4,22,6.0
368355,37932,prior,11,1,9,11.0
2627523,37932,prior,12,5,21,4.0
2593723,37932,prior,13,5,8,7.0
3058084,37932,prior,14,6,19,15.0
154002,37932,prior,15,1,14,9.0
1797669,37932,prior,16,2,15,22.0
2871974,37932,test,17,1,22,30.0
1359224,38199,prior,1,6,17,
712182,38199,prior,2,3,0,30.0
2727560,38199,prior,3,5,14,16.0
3378459,38199,prior,4,0,16,9.0
207364,38199,prior,5,0,16,7.0
259066,38199,prior,6,1,13,1.0
3410660,38199,prior,7,5,17,4.0
2751829,38199,prior,8,5,20,30.0
1101106,38199,prior,9,0,11,9.0
1358145,38199,prior,10,5,11,5.0
523565,38199,prior,11,2,10,18.0
3302582,38199,prior,12,3,15,30.0
1168645,38199,prior,13,6,12,10.0
1374815,38199,prior,14,2,13,10.0
816195,38199,prior,15,0,14,5.0
2442750,38199,train,16,0,16,7.0
484335,38951,prior,1,6,7,
1631434,38951,prior,2,1,9,30.0
1317292,38951,prior,3,4,9,17.0
1046639,38951,prior,4,0,9,30.0
2215645,38951,prior,5,5,17,26.0
1692669,38951,prior,6,1,15,17.0
489742,38951,prior,7,4,16,17.0
2801852,38951,prior,8,0,8,10.0
1993238,38951,test,9,3,20,3.0
782356,39065,prior,1,4,19,
3400781,39065,prior,2,2,18,30.0
996636,39065,prior,3,1,18,20.0
2739347,39065,test,4,5,17,18.0
2997235,39305,prior,1,3,9,
1682782,39305,prior,2,3,19,7.0
465258,39305,prior,3,6,14,17.0
2356290,39305,prior,4,0,15,8.0
2590346,39305,prior,5,5,10,5.0
1972113,39305,prior,6,0,17,2.0
2010895,39305,prior,7,2,14,9.0
1391195,39305,prior,8,1,15,6.0
1606594,39305,prior,9,6,18,5.0
125844,39305,prior,10,4,17,5.0
219793,39305,prior,11,6,15,2.0
471868,39305,prior,12,0,12,1.0
707544,39305,prior,13,2,11,2.0
1151737,39305,prior,14,0,16,5.0
3025824,39305,prior,15,3,17,3.0
3135979,39305,prior,16,5,10,2.0
478332,39305,prior,17,1,17,3.0
349200,39305,prior,18,2,10,8.0
42312,39305,prior,19,0,12,5.0
2542261,39305,prior,20,3,17,3.0
2122270,39305,prior,21,2,12,6.0
2054258,39305,prior,22,1,11,6.0
1845919,39305,prior,23,1,11,0.0
2819096,39305,prior,24,4,18,10.0
290824,39305,prior,25,3,7,13.0
2152883,39305,prior,26,2,16,13.0
3067510,39305,prior,27,2,10,30.0
1019637,39305,prior,28,1,16,6.0
962595,39305,prior,29,5,18,4.0
463655,39305,prior,30,0,0,9.0
2913943,39305,prior,31,0,14,7.0
453521,39305,prior,32,0,11,21.0
1178087,39305,prior,33,5,17,26.0
1839577,39305,prior,34,3,16,19.0
3179331,39305,prior,35,3,17,0.0
2447289,39305,prior,36,3,18,14.0
2660233,39305,prior,37,4,18,8.0
1020178,39305,prior,38,5,7,8.0
3223923,39305,prior,39,2,15,11.0
1716859,39305,prior,40,1,19,6.0
1041702,39305,prior,41,0,10,6.0
630427,39305,prior,42,6,18,6.0
1024644,39305,prior,43,6,18,0.0
1587986,39305,test,44,0,12,8.0
666549,40034,prior,1,3,17,
2767646,40034,prior,2,2,16,13.0
2167925,40034,prior,3,0,15,12.0
1697235,40034,prior,4,4,16,4.0
543977,40034,prior,5,0,16,3.0
3137637,40034,prior,6,1,11,8.0
1797166,40034,prior,7,5,19,4.0
1652647,40034,prior,8,1,17,3.0
2409165,40034,prior,9,4,16,3.0
1698103,40034,prior,10,3,11,6.0
863955,40034,prior,11,1,11,5.0
2623940,40034,prior,12,1,13,0.0
1380382,40034,prior,13,4,16,3.0
3162120,40034,prior,14,6,11,9.0
2132770,40034,prior,15,1,16,2.0
1083992,40034,prior,16,0,18,6.0
632454,40034,prior,17,4,16,4.0
1073771,40034,prior,18,2,15,5.0
1815394,40034,prior,19,4,14,2.0
382713,40034,prior,20,3,15,6.0
852127,40034,prior,21,0,12,4.0
337566,40034,prior,22,4,15,4.0
3331288,40034,prior,23,6,11,2.0
1793984,40034,prior,24,6,12,0.0
558642,40034,prior,25,5,17,6.0
488728,40034,prior,26,6,16,1.0
3371993,40034,prior,27,2,14,3.0
2806169,40034,prior,28,2,12,7.0
3224408,40034,prior,29,6,16,4.0
2949002,40034,prior,30,2,7,3.0
1804461,40034,prior,31,4,16,2.0
153511,40034,prior,32,5,17,1.0
2363158,40034,prior,33,2,15,4.0
3342520,40034,prior,34,4,10,2.0
2867120,40034,prior,35,1,14,4.0
1843141,40034,prior,36,0,19,6.0
1727292,40034,prior,37,1,13,1.0
2709532,40034,prior,38,2,10,8.0
2263699,40034,prior,39,6,12,4.0
2262651,40034,prior,40,5,14,20.0
161449,40034,prior,41,1,12,10.0
1245559,40034,prior,42,1,16,7.0
2198559,40034,prior,43,4,18,3.0
2691887,40034,prior,44,1,14,11.0
1423472,40034,prior,45,1,13,7.0
2855430,40034,prior,46,2,15,1.0
297224,40034,prior,47,3,11,29.0
44627,40034,prior,48,3,16,7.0
934120,40034,prior,49,1,8,19.0
961776,40034,prior,50,0,10,6.0
859470,40034,prior,51,3,16,3.0
358830,40034,prior,52,0,18,11.0
1267928,40034,prior,53,0,17,7.0
500740,40034,prior,54,0,10,7.0
1802217,40034,prior,55,4,16,4.0
574910,40034,prior,56,0,19,3.0
2127520,40034,prior,57,6,17,6.0
504187,40034,prior,58,0,12,8.0
3330969,40034,train,59,3,10,3.0
2138551,40239,prior,1,6,16,
2962536,40239,prior,2,1,18,30.0
3054433,40239,prior,3,4,18,17.0
1188711,40239,train,4,6,9,23.0
906912,40318,prior,1,6,12,
343686,40318,prior,2,6,13,28.0
2842554,40318,prior,3,1,16,9.0
247278,40318,prior,4,0,13,30.0
969560,40318,prior,5,1,15,29.0
1681896,40318,train,6,0,8,13.0
808168,40593,prior,1,1,9,
142805,40593,prior,2,2,13,8.0
2736090,40593,prior,3,3,16,15.0
2692970,40593,prior,4,1,14,12.0
1528195,40593,prior,5,5,15,4.0
1225789,40593,prior,6,1,13,3.0
